Date,Vehicle_Type,Brand,Region,Fuel_Type,Price,Units_Sold,Customer_Rating,Age_Group
2025-12-07 05:38:57.896494144,Truck,Hyundai,East,Petrol,2604683,50,3.9,18-25
2025-12-09 01:31:21.135225376,SUV,Toyota,West,Hybrid,3027419,26,3.8,46-55
2025-12-10 21:23:44.373956592,Truck,Maruti,South,Hybrid,2211672,353,4.0,18-25
2025-12-12 17:16:07.612687808,SUV,Tata,South,Hybrid,2211646,286,2.7,56+
2025-12-14 13:08:30.851419024,SUV,Hyundai,East,Hybrid,3712883,316,3.4,56+
2025-12-16 09:00:54.090150240,SUV,Hyundai,Central,Electric,3528631,68,4.3,56+
2025-12-18 04:53:17.328881456,Electric,Maruti,North,Hybrid,2135288,432,3.0,36-45
2025-12-20 00:45:40.567612688,Sedan,Honda,East,Diesel,2904899,192,3.0,56+
2025-12-21 20:38:03.806343904,Truck,Toyota,East,Petrol,3537908,50,2.5,46-55
2025-12-23 16:30:27.045075120,Electric,Hyundai,West,Electric,3071165,48,3.6,26-35
2025-12-25 12:22:50.283806336,Electric,Maruti,South,Hybrid,2729655,406,4.7,18-25
2025-12-27 08:15:13.522537552,Electric,Maruti,East,Electric,2278539,201,2.6,36-45
2025-12-29 04:07:36.761268768,Electric,Tata,East,Hybrid,3289993,276,3.0,56+
2025-12-31 00:00:00.000000000,Electric,Honda,Central,Diesel,1164917,156,3.3,56+
